x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,y
2.02,44420,45950,45979,45579,6228.1,1196.05,16.35,13588.1,1890.55,2332.3,338470,-0.16,1.44,609.57,3.12,6.2,1.11,42456
2.02,45950,45979,45579,44620,6422.42,1188.77,16.44,14106.15,1901,2392.1,340320,0,1.2,609.53,3.14,6.21,1.12,42386
2.04,45979,45579,44620,43740,6409.2,1207.22,16.96,14050.7,1841.3,2325.25,338530,0,1.2,601.27,3.14,6.2,1.13,42739
2.04,45579,44620,43740,43480,6239.6,1210.74,17.22,13089.9,1748.25,2208.35,334540,0,1.2,603.7,3.14,6.2,1.11,41353
2.01,44620,43740,43480,42456,6081.9,1191.89,16.79,12680.25,1714.8,2185.75,326367.5,0,1.2,614.27,3.14,6.2,1.1,41129
2.03,43740,43480,42456,42386,5975.45,1182.89,16.44,13002.5,1711.25,2141.7,318060,0.1,1.4,627.43,3.14,6.2,1.11,40055
2.1,43480,42456,42386,42739,5935.05,1179.48,15.98,13357.8,1711.8,2124.25,312530,0.1,1.4,629.13,3.15,6.21,1.13,39308
2.1,42456,42386,42739,41353,5722.65,1190.71,16.09,12733.4,1664.8,2062.9,317545,0.1,1.4,632.64,3.15,6.21,1.13,38590
2.05,42386,42739,41353,41129,5724.35,1177.17,15.91,12593.3,1675.85,2029.9,312155,0.1,1.4,632.29,3.17,6.21,1.12,39225
2.03,42739,41353,41129,40055,5765.3,1171.07,15.67,11963.2,1671.7,2016.1,319850,0.16,1.52,637.66,3.17,6.2,1.11,39051
1.99,41353,41129,40055,39308,5522.1,1160.68,15.37,11169.25,1644.45,1985.5,327740,0.2,1.6,647.16,3.17,6.21,1.11,39134
1.91,41129,40055,39308,38590,5524.9,1148.11,15.16,11556.4,1668,2055.5,336940,0.2,1.6,643.04,3.17,6.21,1.09,39329
1.88,40055,39308,38590,39225,5346.4,1096.27,14.72,11468.7,1614.05,1999.05,340430,0.2,1.6,654.22,3.18,6.21,1.09,40399
1.82,39308,38590,39225,39051,5250.1,1093.59,14.7,11086.7,1605.8,1949.45,344740,0.2,1.6,668.53,3.18,6.21,1.1,40934
1.66,38590,39225,39051,39134,5190.35,1088.08,14.62,10770.7,1566.8,1880.9,349755,0.2,2,679.94,3.19,6.21,1.09,39478
1.71,39225,39051,39134,39329,5183.05,1113.22,15.34,10674.5,1558,1829.75,351895,0.2,2,681.54,3.21,6.34,1.11,38496.5
1.59,39051,39134,39329,40399,5065.1,1136.25,15.28,10366.8,1533.5,1784.05,353180,0.2,2,692.8,3.24,6.39,1.12,39264
1.45,39134,39329,40399,40934,5070.7,1135.63,14.52,9732,1534.2,1735.85,364490,0.2,2,699.52,3.29,6.4,1.14,39996
1.46,39329,40399,40934,39478,5145.98,1130.69,14.63,9869.6,1588.95,1800.78,363290,0.04,1.68,691.04,3.22,6.36,1.12,39339
1.39,40399,40934,39478,38496.5,5343.35,1112.97,14.63,10093,1607.05,1798.85,346335,0,1.6,689.42,3.21,6.37,1.12,39036
1.35,40934,39478,38496.5,39264,5351.25,1120.2,14.79,9929.3,1609.5,1712.95,336300,0,1.6,680.28,3.19,6.37,1.13,38572
1.39,39478,38496.5,39264,39996,5109.55,1137.3,14.98,9799.2,1574.9,1632.75,328260,0,1.6,696.75,3.2,6.38,1.12,37450
1.36,38496.5,39264,39996,39339,5073,1124.72,14.68,10012,1551.05,1651.8,322440,0.08,1.48,697.94,3.22,6.37,1.12,35234
1.41,39264,39996,39339,39036,5207.55,1144.16,15.8,10111.4,1558.7,1681.6,309725,0.2,1.3,679.36,3.21,6.35,1.13,34435
1.32,39996,39339,39036,38572,5312.3,1174.95,15.99,10515.85,1564.8,1797.9,297515,0.2,1.3,675.33,3.22,6.34,1.14,35126
1.28,39339,39036,38572,37450,5204.05,1168.34,15.8,10370.7,1484.6,1733.2,284915,0.2,1.3,687.05,3.24,6.35,1.12,35274
1.34,39036,38572,37450,35234,5182.65,1154.38,15.73,10394.4,1444.35,1707.45,272670,0.2,1.3,688.61,3.27,6.35,1.1,35832
1.39,38572,37450,35234,34435,5088.3,1110.43,15.1,9837.3,1483.15,1651.7,266565,0.5,1.5,692.78,3.29,6.34,1.09,36200
1.31,37450,35234,34435,35126,4906.6,1087.32,14.36,9482.4,1492.65,1602.55,259150,0.5,1.5,701.2,3.31,6.37,1.08,36363
1.27,35234,34435,35126,35274,4656.65,1076.63,14.19,8976.7,1450.65,1530.6,256680,0.5,1.5,712.1,3.34,6.38,1.07,36178
1.38,34435,35126,35274,35832,4588.2,1069.08,14.16,8756.9,1451.25,1556,247575,0.5,1.5,712.83,3.36,6.39,1.06,35046
1.32,35126,35274,35832,36200,4596.4,1066.94,14.17,8901.8,1469.85,1533.4,240695,0.66,1.58,703.87,3.36,6.4,1.07,34969
1.24,35274,35832,36200,36363,4604.5,1072.8,14.11,8632.7,1482.95,1517.3,233755,0.7,1.6,706.59,3.37,6.43,1.09,35236
1.25,35832,36200,36363,36178,4609.9,1061.94,13.87,8646.4,1490.25,1498.1,231985,0.7,1.6,706.49,3.36,6.47,1.09,35518
1.23,36200,36363,36178,35046,4699.15,1074.5,14.3,8662.27,1529.2,1527.97,233845,0.7,1.6,697.44,3.38,6.48,1.1,35742.5
1.26,36363,36178,35046,34969,4708.25,1064.33,13.88,8688.23,1512.28,1587.33,236547.5,0.84,1.64,708.11,3.4,6.49,1.09,35446
1.2,36178,35046,34969,35236,4576,1091.57,14,8503.8,1470.1,1524.6,236305,1.4,1.8,718.53,3.42,6.56,1.08,35813
1.07,35046,34969,35236,35518,4371,1088.01,13.9,8338.5,1467.35,1475.45,235690,1.4,1.8,729.21,3.42,6.58,1.09,36251
1.04,34969,35236,35518,35742.5,4406,1095.03,14.02,8604.65,1480.75,1496.25,236090,1.4,1.8,725.3,3.44,6.58,1.09,37161
1.06,35236,35518,35742.5,35446,4534.15,1117,14.32,8582.2,1506.2,1585.15,240030,1.4,1.8,715.92,3.46,6.58,1.09,37478
1.02,35518,35742.5,35446,35813,4617.8,1145.5,14.61,8378,1517.1,1685.05,235035,1,2.3,706.24,3.48,6.58,1.11,37766
0.96,35742.5,35446,35813,36251,4507.65,1211.68,15.45,7885.9,1489.7,1708.55,225500,1,2.3,710.78,3.5,6.57,1.13,37260
0.98,35446,35813,36251,37161,4584.4,1214.56,15.3,8367.7,1530.5,1686.55,212190,1,2.3,702.65,3.5,6.51,1.11,36565
1.01,35813,36251,37161,37478,4663.25,1223.52,15.09,8523.9,1574.75,1749.45,201625,1,2.3,692.32,3.52,6.53,1.1,36540
1.26,36251,37161,37478,37766,4826.45,1246.48,15.06,8826.25,1598.4,1807.8,190855,0.92,2.3,687.58,3.5,6.54,1.09,37214
1.43,37161,37478,37766,37260,4943.8,1260.64,15.45,8859.1,1571,1781.35,181320,0.9,2.3,680.48,3.44,6.51,1.11,37524
1.42,37478,37766,37260,36565,5011.5,1248.1,15.57,8626.9,1505.35,1784.85,166095,0.9,2.3,679.51,3.35,6.49,1.12,37052
1.47,37766,37260,36565,36540,5020.3,1228.86,15.45,8672.3,1473.65,1828.05,151985,0.9,2.3,677.63,3.38,6.5,1.12,35812
1.44,37260,36565,36540,37214,4901.9,1228.2,15.24,8406.17,1493.65,1803.05,146520,0.94,2.3,674.2,3.35,6.48,1.13,35558
1.4,36565,36540,37214,37524,4741.15,1229.58,15.12,8435.2,1499.5,1786.1,143330,1.1,2.3,677.78,3.36,6.48,1.14,35574
1.51,36540,37214,37524,37052,4798.35,1242.91,16.12,8829.75,1531.4,1831.52,146950,1.1,2.3,670.14,3.28,6.47,1.13,35658
1.5,37214,37524,37052,35812,4971.35,1241.08,16.8,9153.1,1611.2,1906.85,146450,1.1,2.3,663.74,3.25,6.47,1.13,35874
1.57,37524,37052,35812,35558,4982.7,1256.99,17.33,9217.55,1652.4,1895.25,151460,1.1,2.3,665.26,3.28,6.48,1.13,35618
1.51,37052,35812,35558,35574,4886.32,1284.45,17.4,9265.73,1609.65,1884.05,155802.5,1,2,665.9,3.31,6.49,1.15,36064
1.54,35812,35558,35574,35658,4674.15,1268.15,17.1,8652,1534.3,1862.2,159760,1,2,681.97,3.32,6.51,1.14,37134
1.63,35558,35574,35658,35874,4622.8,1263.37,16.83,8599.25,1534.2,1874.35,157390,1,2,693.24,3.32,6.53,1.12,37448
1.64,35574,35658,35874,35618,4654.75,1226.38,16.27,8335.5,1544.2,1853.2,155445,1,2,690.84,3.34,6.56,1.12,37792
1.62,35658,35874,35618,36064,4670.17,1217.27,16.05,8417.7,1541.58,1954.33,153202.5,1,1.94,689.21,3.35,6.57,1.12,38274
1.6,35874,35618,36064,37134,4563.05,1258.62,16.88,8770.6,1565.9,2044.65,200365,1,1.9,679.07,3.31,6.56,1.13,37916
1.5,35618,36064,37134,37448,4546.7,1287.15,17.38,8902.85,1604.5,2010.5,201600,1,1.9,686.09,3.32,6.59,1.13,37840
1.58,36064,37134,37448,37792,4690.2,1278.93,17.39,9143.65,1623.38,2022.3,192730,1,1.9,675.34,3.28,6.59,1.13,37466
1.5,37134,37448,37792,38274,4815.5,1323.3,18.44,9389.7,1624.85,2080.7,191900,0.96,1.88,666.3,3.29,6.64,1.11,37208
1.41,37448,37792,38274,37916,4755.95,1359.18,20.04,9858.85,1641.8,2109.95,210765,0.8,1.8,661.43,3.27,6.68,1.11,36752
1.4,37792,38274,37916,37840,4863.95,1340.3,20.23,10263.75,1657.35,2176.75,231320,0.8,1.8,656.53,3.28,6.69,1.11,36500
1.37,38274,37916,37840,37466,4944.2,1325.72,19.74,10536.6,1613.5,2235.75,226970,0.8,1.8,650.44,3.3,6.69,1.1,36748
1.32,37916,37840,37466,37208,4888.6,1332.1,19.97,10459.5,1598.3,2216.9,213535,0.8,1.8,660.51,3.35,6.66,1.11,36812
1.34,37840,37466,37208,36752,4840.6,1354.06,20.28,10662.25,1623.1,2265,208605,1.1,1.3,656.14,3.33,6.64,1.11,37488
1.35,37466,37208,36752,36500,4794.8,1339.02,19.86,10645.45,1635.85,2266.45,204300,1.1,1.3,649.56,3.31,6.64,1.11,37834
1.45,37208,36752,36500,36748,4779.5,1345.51,19.64,10290.55,1671.45,2271.85,209975,1.1,1.3,655.23,3.3,6.64,1.13,37820
1.5,36752,36500,36748,36812,4652.3,1328.3,18.67,9983.55,1641.1,2298.2,251920,1.1,1.3,668.79,3.35,6.65,1.13,37964
1.38,36500,36748,36812,37488,4607.3,1316.42,18.86,9821.4,1599.73,2332.42,295485,1.26,1.54,675.23,3.38,6.68,1.12,37454
1.35,36748,36812,37488,37834,4621.4,1337.16,19.58,10171.9,1569.1,2315.6,338385,1.5,1.9,666.8,3.36,6.67,1.12,38120
1.4,36812,37488,37834,37820,4699.35,1318.31,18.91,9791.75,1557,2229.9,351460,1.5,1.9,672.76,3.39,6.67,1.12,38918
1.39,37488,37834,37820,37964,4786.05,1327.27,19.53,10379,1592.4,2267.2,349660,1.5,1.9,665.42,3.36,6.67,1.12,42342
1.45,37834,37820,37964,37454,4812.45,1324.27,19.19,10527.95,1652.7,2330.9,371215,1.5,1.9,659.86,3.37,6.67,1.12,44880
1.49,37820,37964,37454,38120,4772,1271.64,17.81,10143.15,1667.95,2348.05,364075,1.6,2.1,664.27,3.39,6.67,1.12,46362
1.48,37964,37454,38120,38918,4751.75,1254.73,17.47,10441.45,1680.65,2254.05,348620,1.6,2.1,668.29,3.4,6.72,1.11,47092
1.51,37454,38120,38918,42342,4642,1262.96,17.54,10177.55,1627.05,2269,347955,1.6,2.1,666.9,3.38,6.75,1.1,47162
1.49,38120,38918,42342,44880,4737.35,1269.51,17.65,10241.35,1674.35,2346.5,334565,1.6,2.1,653.75,3.36,6.78,1.09,46768
1.44,38918,42342,44880,46362,4915.9,1293.29,18.28,10388.2,1727,2445.85,314980,1.68,2.26,651.75,3.37,6.76,1.11,45008
1.35,42342,44880,46362,47092,5365.15,1264.01,18.18,11299.5,1742.65,2472.25,283685,1.7,2.3,654.97,3.38,6.79,1.09,44638
1.32,44880,46362,47092,47162,5480.85,1219.82,16.83,11149.85,1719.7,2547.4,259075,1.7,2.3,674.03,3.41,6.87,1.07,45320
1.4,46362,47092,47162,46768,5716.6,1196.33,16.47,11455.85,1761.75,2664.45,240365,1.7,2.3,676.57,3.41,6.9,1.06,46388
1.48,47092,47162,46768,45008,5783,1180.58,16.56,11273.45,1726.15,2724.7,235050,1.86,2.22,673.49,3.4,6.89,1.06,46780
1.52,47162,46768,45008,44638,5840.65,1168.57,16.86,11399.4,1728.85,2723.2,224580,2.1,2.1,656.6,3.41,6.88,1.07,47208.33
1.54,46768,45008,44638,45320,5699.5,1144.97,16.55,11264.95,1740.7,2740.35,276045,2.1,2.1,659.2,3.39,6.92,1.05,46986.67
1.6,45008,44638,45320,46388,5487.1,1132.58,15.87,10698.7,1731.7,2596.5,339890,2.1,2.1,675.19,3.39,6.95,1.04,46880
1.66,44638,45320,46388,46780,5502.45,1144.24,15.93,10092.25,1712.45,2552.45,329460,2.1,2.1,670.91,3.36,6.95,1.05,48976
1.64,45320,46388,46780,47208.33,5550,1165.76,16.32,10072.1,1705.15,2567.6,306325,2.5,2.5,668.64,3.37,6.93,1.05,48254
1.59,46388,46780,47208.33,46986.67,5738.65,1190.36,16.71,10330.1,1771.45,2702.35,288785,2.5,2.5,666.17,3.37,6.92,1.06,47840
1.57,46780,47208.33,46986.67,46880,5751.75,1207.43,17.01,9993.7,1825.1,2740.15,276385,2.5,2.5,658.94,3.33,6.87,1.07,47010
1.55,47208.33,46986.67,46880,48976,5868.65,1201.11,17.03,9561.7,1839.35,2773.55,270115,2.5,2.5,650.77,3.29,6.87,1.07,47188
1.54,46986.67,46880,48976,48254,5875.1,1210.25,17.42,10045.45,1812.45,2825.95,260195,2.62,1.48,644.71,3.26,6.87,1.08,46900
1.54,46880,48976,48254,47840,5876.9,1234.32,17.74,10397.3,1832.95,2840.55,252325,2.7,0.8,643.82,3.27,6.87,1.07,46826
1.54,48976,48254,47840,47010,6016.75,1231.95,17.94,10854.8,1878.9,2870.25,238560,2.7,0.8,640.92,3.25,6.86,1.06,47356
1.51,48254,47840,47010,47188,5977.85,1243.3,18.1,10796.15,1877.2,2846.45,217940,2.7,0.8,642.45,3.24,6.87,1.06,46430
1.6,47840,47010,47188,46900,5943.45,1243.76,18.13,10911.05,1909.65,2802.2,201425,2.52,0.86,651.71,3.27,6.88,1.06,46024
1.64,47010,47188,46900,46826,5746.9,1210.84,17.28,10340.5,1864.45,2694.75,287710,2.4,0.9,662.21,3.29,6.9,1.06,46094
1.59,47188,46900,46826,47356,5844.9,1214.88,17.16,10158.4,1874.4,2783.75,336080,2.4,0.9,664.88,3.26,6.9,1.07,46159
1.6,46900,46826,47356,46430,5791.4,1242.68,17.54,9986.4,1917.35,2819,323285,2.4,0.9,660.17,3.24,6.88,1.08,44956
1.66,46826,47356,46430,46024,5844.75,1249.99,18.15,9929,1944.75,2797.55,302720,2.4,0.9,662.72,3.24,6.88,1.08,45146
1.72,47356,46430,46024,46094,5794.4,1253.84,18.19,10014.4,1940.1,2700.85,274680,2.2,1.2,657.34,3.24,6.89,1.07,45808
1.75,46430,46024,46094,46159,5666.98,1277.72,18.33,9764.68,1896.85,2582.45,259776.67,2.2,1.2,651.62,3.25,6.89,1.06,45478
1.68,46024,46094,46159,44956,5566.42,1283.74,18.14,9334.77,1900.2,2552.1,263153.33,2.2,1.2,648.68,3.24,6.88,1.07,45238
1.59,46094,46159,44956,45146,5674.05,1268.04,17.48,9269.7,1933.35,2601.2,261775,2.2,1.2,662.1,3.24,6.89,1.09,45760
1.51,46159,44956,45146,45808,5631.75,1241.07,16.52,9230.1,1910.38,2599.75,293560,1.9,1.5,669.43,3.25,6.9,1.09,45624
1.54,44956,45146,45808,45478,5496.65,1223.49,16.25,9185.3,1870.5,2583.95,339935,1.9,1.5,674.65,3.28,6.9,1.09,46712
1.61,45146,45808,45478,45238,5601.55,1245.51,16.74,9173.8,1921.5,2552.35,332850,1.9,1.5,669.2,3.26,6.88,1.11,46960
1.64,45808,45478,45238,45760,5678.1,1258.21,17.17,9150.2,1945.1,2629.65,325615,1.9,1.5,671.38,3.27,6.88,1.12,46900
1.61,45478,45238,45760,45624,5648.32,1268.32,17.38,8943.45,1927.5,2578.75,311365,1.78,1.5,672.54,3.27,6.83,1.12,47558
1.52,45238,45760,45624,46712,5651.75,1280.83,17.46,8823.95,1900.21,2460.85,291930,1.6,1.5,666.92,3.26,6.8,1.13,49028
1.46,45760,45624,46712,46960,5674.45,1259.87,16.79,8805.95,1869.55,2481.55,273000,1.6,1.5,662.79,3.27,6.8,1.12,50188
1.43,45624,46712,46960,46900,5710.95,1247.71,16.5,8934.4,1865.45,2624.5,260390,1.6,1.5,662.73,3.26,6.83,1.12,50360
1.48,46712,46960,46900,47558,5866.8,1245.21,16.63,9202,1889.4,2741.7,249380,1.6,1.5,663.27,3.24,6.8,1.13,50354
1.52,46960,46900,47558,49028,5843.2,1221.39,15.96,9105.05,1922.5,2789.85,299930,1.7,1.4,664.69,3.25,6.8,1.14,51438
1.53,46900,47558,49028,50188,5856.3,1219.23,15.79,9180.8,1890.55,2803.8,317960,1.7,1.4,662.44,3.25,6.79,1.14,52592
1.59,47558,49028,50188,50360,5954.05,1243.16,16.27,9560.6,1895.9,2758.6,308065,1.7,1.4,654.21,3.24,6.76,1.16,53060
1.62,49028,50188,50360,50354,6216.7,1258.46,16.57,9983.7,1904.35,2796.95,303335,1.7,1.4,649.54,3.24,6.75,1.17,51014
1.66,50188,50360,50354,51438,6329.05,1266,16.59,10251.7,1893.15,2785.1,298250,1.86,1.72,650.48,3.23,6.72,1.18,50476
1.62,50360,50354,51438,52592,6407.85,1274.03,16.75,10644.6,2010.35,2898.65,290260,1.9,1.8,648.37,3.24,6.68,1.18,50758
1.59,50354,51438,52592,53060,6423.3,1281.32,16.93,10602.2,2067.25,3024.9,278090,1.9,1.8,646.69,3.24,6.68,1.18,51990
1.62,51438,52592,53060,51014,6589.5,1288.57,17,11469.7,2089.95,3097.2,250560,1.9,1.8,638.8,3.23,6.66,1.18,53014
1.85,52592,53060,51014,50476,6757.25,1314.49,17.49,11683.25,2088.8,3119.17,228990,1.96,1.76,626.81,3.23,6.59,1.19,54944
1.68,53060,51014,50476,50758,6835.55,1340.33,17.91,11985.15,2080.8,3117.75,215420,2.2,1.6,619.52,3.23,6.51,1.19,55334
1.65,51014,50476,50758,51990,6556.9,1325.96,17.74,11400.1,2079.7,3042.15,250820,2.2,1.6,623.45,3.23,6.54,1.19,54186
1.66,50476,50758,51990,53014,6460.15,1301.28,17.1,10963.2,2117.7,3119.25,307540,2.2,1.6,624.08,3.24,6.58,1.2,53982
1.66,50758,51990,53014,54944,6410.6,1290.6,16.83,10363.3,2103.85,3174.65,301605,2.2,1.6,635.25,3.26,6.64,1.18,53226
1.58,51990,53014,54944,55334,6532.2,1272.16,16.62,10464.4,2124.05,3320.4,297120,2,1.9,632.62,3.26,6.65,1.17,53540
1.59,53014,54944,55334,54186,6759.55,1292.02,17.15,11183.9,2124.8,3316.6,287500,2,1.9,627.02,3.25,6.59,1.18,53264
1.64,54944,55334,54186,53982,6984.5,1285.93,17.07,11688,2119.2,3167.75,289490,2,1.9,623.5,3.23,6.61,1.18,52184
1.73,55334,54186,53982,53226,6946.05,1274.88,16.89,11763.7,2153.55,3240.9,278520,2,1.9,632.67,3.23,6.64,1.17,52126
1.77,54186,53982,53226,53540,6863.4,1273.21,16.91,12379,2154.67,3293.1,273235,2.12,1.78,634.54,3.24,6.62,1.16,53596
1.82,53982,53226,53540,53264,6817.4,1279.76,17.01,12484.4,2102.85,3239.65,263880,2.2,1.7,631.73,3.24,6.63,1.16,54754
1.75,53226,53540,53264,52184,6752.65,1281.88,17.08,11719.4,2081.52,3203.7,254355,2.2,1.7,629.63,3.24,6.63,1.18,54753
1.77,53540,53264,52184,52126,6903,1285.47,17.02,11749.5,2087.3,3239.3,226945,2.2,1.7,634.39,3.23,6.61,1.18,54506
1.75,53264,52184,52126,53596,6793.2,1285.16,16.65,11308.5,2070.8,3202.7,192930,2.18,1.72,643.28,3.23,6.61,1.19,53906
1.7,52184,52126,53596,54754,6579.6,1260.08,15.98,10949.5,2014.7,3121.65,191555,2.1,1.8,652.72,3.23,6.62,1.18,53272
1.68,52126,53596,54754,54753,6713.75,1249.6,15.88,11169.2,2013.5,3165.5,193285,2.1,1.8,645.82,3.25,6.61,1.18,53004
1.72,53596,54754,54753,54506,6981.15,1265.88,16.17,11907,2111.45,3218.05,200570,2.1,1.8,620.67,3.26,6.59,1.19,52236
1.79,54754,54753,54506,53906,7190.05,1288.38,16.66,12234,2239.05,3294.15,202075,2.1,1.8,616.81,3.23,6.54,1.19,51961
1.79,54753,54506,53906,53272,7133.98,1314.78,17.11,12529.2,2228.35,3367.7,201212.5,2.1,1.5,606.61,3.21,6.5,1.2,52440
1.83,54506,53906,53272,53004,7085.85,1321.75,17.03,12653.8,2165.6,3392.25,203410,2.1,1.5,605.93,3.21,6.5,1.2,52462
1.86,53906,53272,53004,52236,7048.5,1332.44,17.08,12547.95,2210.25,3433.55,205860,2.1,1.5,605.68,3.21,6.42,1.22,51700
1.91,53272,53004,52236,51961,7032.35,1346.15,17.24,13270.8,2241.25,3471.75,269050,2.1,1.5,603.47,3.21,6.36,1.24,51562
1.9,53004,52236,51961,52440,7042.1,1340.74,17.06,13603.5,2215,3579.7,306035,2.14,2.06,602.42,3.21,6.31,1.24,50624
1.78,52236,51961,52440,52462,6902.55,1323.23,16.47,13244.2,2168.15,3482.15,309825,2.2,2.9,601.45,3.25,6.29,1.23,49362
1.71,51961,52440,52462,51700,7037.5,1340.49,16.67,13700.3,2161.65,3537,333360,2.2,2.9,595.07,3.26,6.34,1.24,50484
1.77,52440,52462,51700,51562,7078.2,1331.96,16.53,13681.8,2212.35,3567.75,336085,2.2,2.9,593.12,3.24,6.34,1.23,50818
1.84,52462,51700,51562,50624,6941.6,1321.75,16.46,13647.1,2156.35,3467.95,329140,2.28,2.58,593.62,3.25,6.33,1.23,51174
1.91,51700,51562,50624,49362,6897.4,1324.79,16.51,13513.2,2104.05,3272.6,316840,2.4,2.1,601.81,3.25,6.33,1.23,51752
1.91,51562,50624,49362,50484,6899.15,1320.78,16.45,13675,2069.3,3249.5,320640,2.4,2.1,604.28,3.26,6.32,1.23,50988
1.99,50624,49362,50484,50818,6714.95,1327,16.38,13260.2,2051.45,3226.05,320180,2.4,2.1,607.99,3.24,6.32,1.23,50994
2.01,49362,50484,50818,51174,6636.43,1334.66,16.42,13098.73,2003.38,3285.13,378206.67,2.4,2.1,604.39,3.22,6.28,1.23,50996
1.97,50484,50818,51174,51752,6739.57,1333.24,16.39,13274.77,1981.32,3263.07,377548.33,2.5,1.8,603.73,3.22,6.3,1.23,51340
2.04,50818,51174,51752,50988,6838.9,1341.73,16.54,13686,2257.85,3172.5,365630,2.5,1.8,598.87,3.23,6.28,1.23,51242
2.07,51174,51752,50988,50994,6915.4,1344.56,16.97,14700.2,2467.4,3189,355565,2.5,1.8,595.58,3.21,6.28,1.24,52704
2.11,51752,50988,50994,50996,6905.1,1323.56,16.56,14045.5,2254.7,3160.2,345360,2.5,1.8,602.7,3.23,6.32,1.22,53422
2.1,50988,50994,50996,51340,6768.7,1310.17,16.33,13764.85,2296.4,3046.9,322435,2.74,1.8,616.84,3.25,6.35,1.2,52008
2.16,50994,50996,51340,51242,6804.68,1316.17,16.53,13880.7,2348.12,3058.2,293760,2.8,1.8,627.93,3.27,6.35,1.19,51346
2.22,50996,51340,51242,52704,6820.6,1295.57,16.38,14481.1,2310.4,3066.95,294765,2.8,1.8,631.55,3.27,6.37,1.18,50340
2.24,51340,51242,52704,53422,6871.8,1296.64,16.5,14697.7,2266.35,3051.5,298930,2.8,1.8,626.9,3.27,6.38,1.17,48930
2.16,51242,52704,53422,52008,6851.78,1297.67,16.41,15046.35,2277.73,3096.42,300340,2.82,1.82,628.52,3.27,6.41,1.16,48664
2.11,52704,53422,52008,51346,7186.85,1295.9,16.59,15498.35,2313.85,3201.2,309735,2.9,1.9,630.63,3.26,6.4,1.18,49570
2.08,53422,52008,51346,50340,7181.6,1295.29,16.89,15244.9,2271.15,3211.6,295385,2.9,1.9,635.07,3.27,6.41,1.17,49614
2.04,52008,51346,50340,48930,6829.4,1271.36,16.34,14887.2,2183.85,3025,302290,2.9,1.9,639,3.27,6.48,1.16,49510
2.11,51346,50340,48930,48664,6682.2,1255.35,16.13,14737.2,2167.15,2913.85,300035,2.9,1.9,645.68,3.27,6.59,1.16,48824
2.12,50340,48930,48664,49570,6404.45,1252.62,15.98,14165.2,2108.8,2795.2,282620,2.9,2.1,654.15,3.28,6.64,1.17,48562
2.11,48930,48664,49570,49614,6252.15,1248.69,15.92,13988,2103.45,2628.5,265625,2.9,2.1,650.06,3.27,6.66,1.17,48792
2.04,48664,49570,49614,49510,6113.3,1230.04,15.52,13433.9,2069.3,2575.3,257215,2.9,2.1,656.08,3.26,6.73,1.17,48081
2.13,49570,49614,49510,48824,6232.85,1225.3,15.44,13564.8,2053.15,2629.3,253400,2.9,2.1,650.52,3.27,6.79,1.17,48228
2.09,49614,49510,48824,48562,6187.7,1216.54,15.39,13578.25,2035.65,2640.85,252945,2.78,2.22,641.43,3.26,6.82,1.17,49424
2.04,49510,48824,48562,48792,6149.8,1210.89,15.35,13773,2052.3,2619.85,250650,2.7,2.3,647.17,3.26,6.84,1.15,50431
2,48824,48562,48792,48081,5936.35,1184.56,14.76,13231.3,2026.6,2393.1,256630,2.7,2.3,665.68,3.3,6.89,1.14,50300
2.05,48562,48792,48081,48228,6003.6,1194.36,14.69,13385.7,2045.3,2458.75,263475,2.7,2.3,664.75,3.29,6.84,1.16,50520
2.11,48792,48081,48228,49424,6070.35,1204.01,14.65,13275.7,2112.23,2507.4,267005,2.7,2.3,669.84,3.29,6.82,1.17,50406
1.99,48081,48228,49424,50431,5882.85,1196.99,14.21,12412.4,2032.95,2438.5,257600,2.3,2.5,687.36,3.31,6.83,1.16,50132
1.99,48228,49424,50431,50300,5936.15,1198.98,14.14,12422,2024.4,2340,231420,2.3,2.5,690.06,3.32,6.86,1.16,49364
2.01,49424,50431,50300,50520,6107,1201.87,14.23,12519.6,2013.2,2397.15,217055,2.3,2.5,676.19,3.3,6.85,1.17,49670
2.07,50431,50300,50520,50406,6277.05,1193.54,14.36,12687.4,2035.3,2563.05,210095,2.3,2.5,663.83,3.3,6.87,1.17,49166
2.12,50300,50520,50406,50132,6252.85,1198.38,14.59,12489.1,2133.3,2682.5,193130,2.5,2.5,666.78,3.31,6.87,1.15,49732
2.01,50520,50406,50132,49364,6260.55,1202.52,14.42,12642.6,2039.75,2663.95,174005,2.5,2.5,681.98,3.32,6.92,1.15,49520
1.93,50406,50132,49364,49670,6221.35,1224.86,14.61,12427.8,2014.3,2665.2,159805,2.5,2.5,674.72,3.33,6.92,1.15,49770
1.84,50132,49364,49670,49166,6217.05,1230.28,14.64,12157.1,1981.85,2708.8,150695,2.5,2.5,685.67,3.33,6.94,1.14,49344
1.77,49364,49670,49166,49732,6142.6,1226.67,14.52,11676.1,1950.85,2606.2,147410,2.38,2.38,691.07,3.36,6.94,1.14,48678
1.66,49670,49166,49732,49520,6162.5,1223.51,14.45,11645.1,1957.65,2555.6,174185,2.2,2.2,679.28,3.36,6.93,1.14,48254
1.58,49166,49732,49520,49770,6138.25,1209.42,14.15,11256.4,1921.15,2601.8,166440,2.2,2.2,680.79,3.37,6.95,1.13,47740
1.49,49732,49520,49770,49344,6258.05,1224.14,14.38,10967.55,1932.75,2658,144605,2.2,2.2,669.83,3.37,6.94,1.14,47486
